排名,代號,名稱,成交,財報年度,營收(億),營收成長(%),毛利(億),毛利成長(%),淨利(億),淨利成長(%),毛利(%),毛率增減,淨利(%),淨率增減,EPS(元),EPS增減(元),ROE(%),ROE增減,ROA(%),ROA增減,財報評分
160,4951,精拓科,74.6,2025,5.41,+4.88,4.11,+8.12,2.04,+40.9,76.1,+2.28,37.8,+10.1,5.98,+1.73,21.6,+5.27,18.9,+4.69,91
161,2316,楠梓電,112,2025,37.4,+12.2,-0.18,+88.9,24.3,+212,-0.47,+4.29,64.9,+41.6,13.38,+9.1,21.6,+13.3,14.5,+9.21,55
162,2547,日勝生,10.7,2025,61.5,-12.9,31.2,+3.17,29,+3810,50.7,+7.88,48.4,+48.9,2.85,+2.93,21.5,+21.9,4.73,+4.79,55
163,6187,萬潤,1225,2025,53.7,-3.04,29.1,+7.24,14.9,+13.3,54.3,+5.21,27.9,+4.21,15.46,+0.89,21.4,-7.76,16.3,-3.47,83
164,1736,喬山,116,2025,543,+13.7,275,+13.1,27.5,+13.1,50.6,-0.24,5.06,-0.02,9.06,+1.04,21.3,-1.08,5.87,-0.21,47
165,6170,統振,50.9,2025,31.9,+9.65,9.98,+15.3,4.37,+32.4,31.3,+1.53,13.7,+2.39,4.49,+1.1,21.3,+4.47,9.9,+2.22,53
166,4105,東洋,73.8,2025,64.5,+9.49,37.2,+8.91,15.6,+7.55,57.7,-0.31,25.6,-0.14,6.27,+0.44,21.3,-0.41,14.9,+0.25,72
167,6183,關貿,95,2025,27.5,+7.77,11.9,+10.8,5.86,+14.8,43.4,+1.18,21.3,+1.29,3.9,+0.5,21.1,+1.9,13,+0.39,72
168,4442,竣邦-KY,57,2025,16.7,+29.6,4.68,+39,1.52,+72.7,28,+1.89,9.08,+2.27,5.23,+2.04,21.1,+5.35,13.6,+3.43,64
169,1795,美時,226,2025,205,+10.4,119,+8.99,47.2,-6.82,58.1,-0.73,23,-4.24,18.14,-1.21,21,-5.31,6.45,-7.41,64
170,7749,意騰-KY,416,2025,15.9,+85.2,12.1,+63.9,5.18,+94.8,76.1,-9.88,32.5,+1.61,11.77,+4.6,20.8,-1.46,18.2,-0.99,93
171,2753,八方雲集,181.5,2025,87.9,+9.51,31.6,+13.8,8.56,+42.2,36,+1.36,9.4,+2.04,12.84,+3.79,20.7,+4.47,11.1,+1.9,64
172,4979,華星光,708,2025,43.8,+27.1,9.21,+45.7,7.64,+43.3,21,+2.69,17.4,+1.98,5.43,+1.64,20.7,+4.14,15.2,+2.27,72
173,6781,AES-KY,1010,2025,160,+59.4,57.5,+45.2,32.6,+50.4,35.9,-3.51,20.4,-1.22,38.2,+12.81,20.7,+5.01,14.4,+3.29,68
174,6274,台燿,950,2025,303,+31.5,69,+29.1,34.1,+30.9,22.7,-0.42,11.2,-0.05,12.13,+2.57,20.7,+0.59,10.4,-1.11,53
175,6165,浪凡,46.9,2025,32.2,+13,9.48,+40.5,3.08,+288,29.5,+5.77,9.83,+7.02,4.02,+2.98,20.7,+13.9,11.2,+7.54,62
176,6227,茂綸,94.1,2025,175,+41.9,14.9,+15.4,5.74,+17.1,8.54,-1.95,3.4,-0.75,7.54,+0.99,20.6,+0.9,8.43,+0.88,30
177,6752,叡揚,104,2025,20.2,+16.3,10.1,+11.6,2.74,+27,50.1,-2.14,13.6,+1.14,7.41,+1.27,20.5,+2.17,9.58,+1.03,62
178,3356,奇偶,51.7,2025,10.2,-15,5.12,-10.5,4.96,-20.6,50.3,+2.5,48.5,-4,6.21,-0.99,20.5,-8.27,17.9,-6.11,83
179,7757,金色三麥,110.5,2025,23,+4.2,12.6,+3.25,2.01,-8.5,54.8,-0.5,8.79,-1.23,8.97,-1.04,20.5,-6.32,11.2,-2.59,64
180,6855,數泓科,109,2025,6.26,+0.7,3.1,+1.03,1.83,-14.6,49.5,+0.16,29.1,-5.24,7.85,-1.35,20.5,-6.26,14.1,-4.87,70
181,2528,皇普,23.05,2025,123,+130,24.6,+11.6,15.3,+18,20.1,-21.3,12.5,-11.9,3.65,+0.39,20.4,-0.52,6,+0.81,49
182,6924,榮惠-KY創,94.9,2025,16.9,-3.92,3.8,-6.21,1.18,-16.9,22.4,-0.55,6.99,-1.09,5.68,-1.62,20.4,-10.9,11,-4.5,52
183,4506,崇友,120,2025,60.2,+9.74,19.6,+13.6,11.5,+16.8,32.5,+1.1,19.2,+1.15,6.52,+0.94,20.3,+1.91,10.8,+0.71,66
184,3533,嘉澤,2625,2025,338,+12.3,173,+9.92,78.7,-15.2,51.3,-1.1,23.5,-7.65,70.17,-12.6,20.3,-7.58,15.8,-5.49,79
185,5520,力泰,78.5,2025,41.8,+2.6,9.37,+9.29,5.98,+11,22.4,+1.37,14.6,+0.94,9.97,+0.99,20.2,-0.44,14.1,-0.2,64
186,9911,櫻花,83.1,2025,103,+7.02,36.3,+6.77,13.7,+5.54,35.3,-0.08,13.4,-0.09,6.27,+0.33,20.2,-0.28,12.6,-0.24,64
187,3583,辛耘,808,2025,114,+17.4,38.1,+31.2,11.1,+19.7,33.5,+3.55,10,+0.48,13.82,+2.28,20.1,-0.63,4.71,+0.33,53
188,1264,德麥,276.5,2025,67.8,-0.4,21.8,-0.87,7.58,-0.38,32.2,-0.15,13,-0.12,20.47,-0.08,20.1,-1.87,15.2,-1.88,68
189,7610,聯友金屬-創,640,2025,14.1,+27.9,4.33,+229,2.41,+311,30.8,+18.8,17.2,+11.8,5.45,+3.74,20.1,+12.4,9.81,+6.4,53
190,6803,崑鼎,290,2025,96.6,+13.2,18.6,+7.69,13.4,+6.53,19.3,-0.99,15.6,-1.3,18.44,+1.01,19.9,-0.33,9.99,-0.92,51
191,1580,新麥,124.5,2025,48.8,+1.82,20.8,-0.1,6.22,-8.81,42.6,-0.82,13.6,-1.6,12.54,-1.05,19.8,-3.29,14.7,-2.52,66
192,2618,長榮航,35.25,2025,"2,203",-0.31,516,-4.43,261,-9.86,23.4,-1.01,12.5,-1.27,4.84,-0.53,19.7,-4.72,7.66,-1.24,55
193,6122,擎邦,50.3,2025,41.9,+1.36,6.14,+16.3,3.69,+7.18,14.7,+1.88,8.81,+0.48,4.78,+0.37,19.7,-0.29,7.54,-0.69,41
194,6957,裕慶-KY,162.5,2025,38.2,-4.74,15.4,-11.8,5.61,-25,40.2,-3.2,14.5,-4.1,10.18,-4.12,19.7,-12.7,11.1,-7.46,64
195,2395,研華,363.5,2025,709,+18.6,282,+15.7,106,+17.6,39.8,-0.99,14.8,-0.05,12.25,+1.8,19.7,+1.99,14.2,+1.62,62
196,5236,凌陽創新,151.5,2025,20,+10,11.6,+6.36,5.15,+6.87,57.8,-1.98,25.8,-0.76,8.59,+0.34,19.6,+0.77,16.6,+0.62,84
197,3044,健鼎,413.5,2025,734,+11.5,190,+24.2,102,+22,25.9,+2.64,13.9,+1.19,19.45,+3.5,19.6,+1.73,11,+0.78,57
198,7805,威聯通,738,2025,62.5,+5.8,35.4,+4.53,13.5,+13.9,56.6,-0.68,21.6,+1.53,44.56,+26.98,19.6,+3.55,15,+2.65,74
199,4771,望隼,193,2025,34.9,+16.2,14.3,+21,7.41,+10.6,40.9,+1.62,23.2,-1.12,12.71,+0.9,19.6,-5.21,12.4,-1.59,70
200,3046,建碁,48.8,2025,75.1,+8.17,6.33,+25,3.15,+4.77,8.42,+1.13,4.17,-0.06,4.01,+0.18,19.5,-0.28,9.19,-1,45
201,2751,王座,57.1,2025,17.7,+27.5,8.54,+26.3,0.9,+10.9,48.2,-0.45,5.25,-0.58,4.57,+0.02,19.5,-2.83,8.6,-1.93,52
202,7794,宏碁智新,44.5,2025,9.9,+18.7,2.42,+15.4,0.68,+168,24.4,-0.69,6.86,+3.82,2.72,+1.71,19.5,+11.6,6.02,+3.75,50
203,6670,復盛應用,262.5,2025,298,+5.01,75.8,+0.22,31.2,-17.8,25.4,-1.21,11.6,-2.75,22.45,-5.72,19.5,-8.41,12.2,-5.38,57
204,2850,新產,124,2025,216,+3.4,87.9,+11.1,38.8,+17.2,40.7,+2.81,18,+2.12,12.28,+1.81,19.4,+1.4,6.63,+0.12,73
205,3023,信邦,279.5,2025,310,-6.24,74.4,-9.7,31.2,-11.4,24,-0.92,9.98,-0.67,13.02,-1.68,19.4,-4.58,9.89,-1.62,49
206,3005,神基,100.5,2025,394,+10.6,125,+10.8,52.3,+17.5,31.8,+0.05,13.9,+0.69,8.43,+1.17,19.4,+0.86,11.3,+0.65,62
207,1773,勝一,159,2025,115,+4.01,39.8,+10.5,20.4,+13.3,34.6,+2.04,17.8,+1.46,6.81,-0.4,19.3,-0.21,12.5,+0.53,64
208,5284,jpp-KY,350,2025,37.3,+56.2,14.1,+72.6,6.18,+1156,37.8,+3.58,16.5,+14.2,12.05,+11.03,19.3,+17.1,9.24,+8.21,51
209,7713,威力德生醫,66.6,2025,11.1,+11.9,3.71,+17.3,2.09,+22.5,33.4,+1.53,18.8,+1.63,4.64,+0.55,19.2,-0.17,9.38,+0.24,57
210,3563,牧德,954,2025,31.9,+108,19.6,+122,10.1,+215,61.3,+3.69,32.8,+12.2,15.8,+10.28,19.2,+13.1,16.5,+11.1,85
211,3078,僑威,57,2025,100,+16.2,25.7,+23.1,13.8,+7.88,25.7,+1.44,13.8,-1.06,6.07,+0.45,19.2,+0.41,13.6,+1.45,62
212,6613,朋億*,242,2025,89.2,-14.1,28.9,-6.77,10.4,-18.7,32.4,+2.56,14.8,+0.29,13.37,-3.73,19.2,-7.25,10.9,-2.32,64
213,6574,霈方,100,2025,6.22,+6.51,3.55,-17.7,1.5,+66.1,57.1,-16.8,24.1,+8.65,6.82,+2.72,19.2,+5.42,15.5,+4.7,81
214,7734,印能科技,2605,2025,23,+27.9,15.3,+34.2,9.18,+2.72,66.3,+3.12,40.3,-9.46,33.5,-11.03,19.2,-13.9,15.4,-7.5,91
215,9910,豐泰,78.1,2025,835,-4.54,187,-5.38,50.4,-14.2,22.4,-0.2,6.5,-0.67,5.1,-0.84,19.2,-3.35,10.1,-1.72,53
216,5547,久舜,21.8,2025,23.1,-0.03,2.91,+32.2,1.22,+58.2,12.6,+3.07,5.29,+1.95,3.06,+0.53,19,+4.27,7.29,+2.1,48
217,3171,炎洲流通,64.2,2025,19.1,+32.4,5.05,+24.9,1.43,+28.4,26.4,-1.6,7.92,+0.23,4.3,+2.18,19,+6.57,11.2,+2.86,50
218,4772,台特化,327,2025,19.9,+128,10.5,+128,6.2,+60.8,52.9,-0.08,36.9,-7.26,4.2,+1.46,19,+3.52,13.8,-0.91,85
219,6290,良維,258.5,2025,102,+26.3,31.9,+59.7,14.1,+39.1,31.4,+6.56,14,+1.3,8.73,+2.32,18.9,+2.75,13.8,+2.22,57
220,2207,和泰車,507,2025,"2,795",-0.01,494,-2.19,189,-7.65,17.7,-0.39,8.04,-0.53,33.93,-2.81,18.9,-3.43,4.36,-0.45,40
221,1476,儒鴻,354,2025,380,+3.15,109,-4.29,55.1,-17,28.6,-2.23,14.5,-3.51,20.1,-4.1,18.8,-5.49,15.6,-4.06,64
222,6472,保瑞,409,2025,190,+9.11,78.5,+0.78,29.8,-22.6,41.3,-3.41,16,-6.67,23.9,-13.94,18.8,-10.8,6.75,-4.44,55
223,7631,聚賢研發-創,137.5,2025,11,+29.6,3.03,+14.1,1.26,+36.7,27.5,-3.73,11.5,+0.6,6.56,+1.05,18.7,+0.05,10.1,-0.34,64
224,1268,漢來美食,157,2025,62.3,+5.01,28.5,+5,4.27,+0.54,45.8,0,6.86,-0.3,10.12,+0.06,18.7,-0.53,6.05,0,55
225,6146,耕興,223.5,2025,44.9,-1.34,20.7,-9.41,11,-15,46.1,-4.11,25.7,-3.81,10.77,-1.89,18.7,-4.03,14.4,-2.85,74
226,8342,益張,92.8,2025,16.4,-5.89,4.15,-6.47,2,-21.9,25.3,-0.16,12.3,-2.43,5.97,-1.67,18.7,-7.04,11.3,-3.29,64
227,9930,中聯資源,70.8,2025,140,+5.27,21.1,+5.74,12.3,+6.38,15.1,+0.07,8.96,+0.06,4.96,+0.3,18.6,+0.32,10.8,+0.94,49
228,6996,力領科技,186,2025,26.9,-9.4,10.8,-9.57,5.06,-14,40.2,-0.08,18.8,-1.01,12.15,-3.22,18.6,-8.24,14.6,-5.74,68
229,6206,飛捷,107,2025,50.3,+9.26,22.2,+10.6,9.86,-0.54,44.1,+0.52,19.2,-1.66,6.9,-0.03,18.6,-0.91,15.7,-0.63,74
230,3029,零壹,96,2025,249,+34.7,30.3,+24.8,10.9,+30.7,12.2,-0.97,5.18,-0.15,6.53,+1.31,18.6,+0.93,9.06,-0.2,45
231,3515,華擎,224,2025,478,+86.5,64.8,+33,18.9,+46.5,13.5,-5.44,4.94,-1.22,15.28,+4.74,18.6,+2.13,10.1,+0.81,49
232,6922,宸曜,164,2025,16.4,+13.7,6.9,+10,1.87,-3.54,42,-1.4,11.4,-2.03,6.9,-0.67,18.6,-2.72,9.83,-3.51,60
233,3303,岱稜,46.05,2025,30.1,+0.49,11.3,-2.03,4.28,+16.9,37.5,-0.96,14.5,+2.01,4.57,+0.67,18.5,+0.88,11.3,+0.28,62
234,1342,八貫,92.8,2025,28.6,+13.9,7.72,+1.82,4.43,-9.56,27,-3.2,15.5,-4.02,5.62,-0.65,18.5,-2.62,12.3,-1.96,50
235,6435,大中,175.5,2025,34,+25.2,7.64,+34.4,3.54,+56.9,22.4,+1.53,10.4,+2.1,9.52,+3.43,18.4,+5.47,13.8,+4.79,49
236,6291,沛亨,418.5,2025,21.3,+16.7,7.44,+30.8,2.77,+7.63,35,+3.76,12.8,+1.42,6.6,+0.47,18.4,+5.82,12,+3.33,57
237,6637,醫影,72,2025,11.6,+40.5,3.5,+4.27,1.86,+12.4,30.1,-10.4,15.9,-3.97,7.17,0,18.4,-4.24,12,-4.13,55
238,2471,資通,53.2,2025,10,+14,4.34,+23.2,1.72,+9.13,43.4,+3.25,17.2,-0.75,3.63,+0.3,18.4,+1.23,11.5,+0.66,68
239,8424,惠普,74.7,2025,10.8,+5.29,3.76,+24.1,2.09,+25.8,34.7,+5.26,19.3,+3.15,5.8,+1.19,18.3,+3.26,15.4,+2.6,74
240,4205,中華食,77.8,2025,20.6,+1.69,8.24,+3.64,4.04,+2.3,40.1,+0.75,19.7,+0.12,4.14,-0.31,18.3,-1.15,15.4,-0.77,81
241,1783,和康生,40.75,2025,8.12,+19.2,5.64,+16.6,2.65,+39.5,69.5,-1.55,32.7,+4.75,2.96,+0.83,18.2,+4.32,15.3,+2.9,85
242,5519,隆大,32.6,2025,54.5,-12.8,18,+16.2,10.9,+27.2,33.1,+8.26,20,+6.27,4.96,+1.06,18.1,+2.84,7.59,+1.29,57
243,5511,德昌,70.5,2025,111,+18,19.5,+38.5,12.1,+41.5,17.6,+2.6,10.7,+1.99,10.64,+3.12,18,+4.41,8.79,+2.49,57
244,6997,博弘,82.5,2025,44.5,+11.2,4.45,-9.95,1.13,-8.27,9.99,-2.35,2.53,-0.54,5.11,-1,18,-7.51,6.54,-1.3,41
245,1456,怡華,13.9,2025,8.29,-20.5,3.23,-8.63,3.19,+208,38.9,+5.04,38.5,+28.6,3.41,+2.3,18,+11.4,2.47,+1.62,51
246,8271,宇瞻,197,2025,111,+41.9,23.1,+77.3,8.6,+208,20.7,+4.14,7.9,+4.17,6.7,+4.52,18,+11.5,11.3,+6.69,45
247,8390,金益鼎,88.4,2025,46.3,-6.1,9.39,+13.5,6.34,+36.3,20.3,+3.5,13.6,+4.17,6.6,+1.76,18,+3.01,15.1,+2.28,70
248,5455,昇益,25.4,2025,20.4,-43.6,4.29,-34.3,2.27,-40.7,21,+2.96,11.1,+0.54,3.46,-2.37,17.9,-21.9,5.3,-2.42,45
249,3611,鼎翰,190,2025,115,+31,37.2,+36,9.33,+39.2,32.3,+1.18,8.12,+0.48,19.63,+5.44,17.8,+5.12,7.39,+1.18,49
250,8467,波力-KY,159,2025,24.3,-1.52,10.2,+1.05,5.1,-13.4,42,+1.07,20.9,-2.89,10.03,-1.47,17.8,-6.3,11.4,-3.95,70
251,6914,阜爾運通,150.5,2025,56.8,+20.4,12.4,+29,6.36,+38.6,21.9,+1.47,11.2,+1.47,9.6,+2.46,17.8,+1.78,6.53,+0.94,55
252,5609,中菲行,79.5,2025,297,+2.53,40.6,+4.33,11.3,+17.9,13.7,+0.24,3.86,+0.5,8,+1.22,17.7,+2.04,11.6,+1.1,50
253,5515,建國,40.9,2025,71,+15.9,11.8,+48.8,9.04,+32.5,16.6,+3.68,12.7,+1.6,4.48,+1.57,17.7,+3.8,8.99,+1.05,55
254,6791,虎門科技,138,2025,8.06,+19.3,3.3,+27.4,0.87,-0.01,41,+2.62,11,-1.86,4.16,0,17.7,-0.84,10.3,-0.61,62
255,6590,普鴻,70,2025,6.64,+13.2,3.19,+28.8,1.26,+17.3,48,+5.83,20.7,+1.28,5.12,+0.08,17.7,+2.36,12.1,+1.66,72
256,6925,意藍,69.4,2025,2.1,+14.6,1.7,+13.7,0.59,+22.6,80.7,-0.62,28.2,+1.84,3.11,+0.37,17.6,-1.31,15.1,-0.46,85
257,1560,中砂,542,2025,81.5,+16.1,26.5,+21,13.6,+31.4,32.5,+1.31,17.1,+2.01,9.28,+2.18,17.6,+2.27,11.5,+1.34,57
258,7717,萊德光電-KY,868,2025,8.62,+24.5,5.31,+26.5,1.35,+87.5,61.6,+1,16,+5.36,6.13,+2.78,17.5,+4.53,12.1,+3.9,70
259,3054,立萬利,73.8,2025,1.26,+26.6,0.39,+87.7,1.58,+593,31.2,+10.1,126,+158,1.96,+2.36,17.5,+21.7,16.4,+20.3,70
260,3694,海華,61.5,2025,114,+23.4,16.7,+24.2,6.15,+47.5,14.6,+0.09,5.39,+0.88,4.03,+1.28,17.4,+4.28,9.15,+2.08,49
261,6534,正瀚-創,98.2,2025,18.2,+11.2,15.3,+11.9,4.64,-2.6,83.9,+0.49,25.5,-3.59,4.51,-0.12,17.4,-1.02,12.9,-0.19,77
262,2493,揚博,136.5,2025,37.7,+3.03,11.4,-7.54,5.53,-20.2,30.3,-3.47,14.7,-4.27,4.36,-1.69,17.3,-5.24,11.3,-3.46,62
263,3045,台灣大,113.5,2025,"1,988",-0.31,410,+3.18,144,+4.49,20.6,+0.7,8.15,+0.23,4.77,+0.2,17.2,+0.33,6.81,+0.29,49
264,2756,聯發國際,70.4,2025,11.7,+69.7,6.26,+47.8,0.96,+62.3,53.4,-7.9,8.18,-0.37,3.93,+1.52,17.2,+6.31,7.56,+1.71,57
265,5206,坤悅,24.65,2025,37.8,+55.1,12,+52.2,5.9,+83.4,31.8,-0.62,15.6,+2.41,3.44,+1.38,17.2,+6.86,3.54,+1.24,47
266,3013,晟銘電,112,2025,106,+12.2,19.6,+33.6,8.27,+13.2,18.5,+2.98,7.84,+0.07,4.03,+0.4,17.1,-1.81,9.03,-0.58,45
267,4749,新應材,984,2025,42.6,+28.3,18.4,+52.4,10.4,+49.7,43.1,+6.81,24.5,+3.51,11.33,+2.83,17.1,-8.8,13.2,-1.06,77
268,2248,華勝-KY,56.4,2025,20.7,-0.48,6.35,-6.66,2.48,-8.23,30.7,-2.04,12,-1.01,5.32,-1.1,17.1,-7.41,8.8,-2.53,55
269,6620,漢達,79,2025,17.3,+108,14.6,+76.2,7.5,+58.6,84.5,-15.3,43.4,-13.6,4.85,+1.48,17.1,+0.99,16.1,+1.47,94
270,6894,衛司特,361.5,2025,13.8,+40.7,5.03,+35.7,2.62,+29.2,36.5,-1.32,19.5,-1.77,10.99,+2.49,17.1,+3.05,13,+2.01,66
271,4305,世坤,44,2025,10.8,+3.54,3.39,+20.5,2.11,-3.32,31.4,+4.43,19.5,-1.39,3.83,-0.14,17.1,-1.48,14.7,-1.53,70
272,3416,融程電,158.5,2025,36.4,+19.1,14.5,+18.7,5.91,+5.64,39.9,-0.13,16.1,-1.96,7.39,+0.35,17,-0.18,12.1,-0.75,64
273,6651,全宇昕,94.9,2025,15,+3.91,5.21,+1.93,2.18,-22.9,34.7,-0.67,14.5,-5.06,6.32,-1.9,17,-6.2,13.6,-2.07,57
274,6446,藥華藥,658,2025,156,+60.6,140,+63,50.5,+70.1,89.2,+1.32,32.3,+1.81,13.64,+4.68,17,+5.44,14.7,+4.57,85
275,3163,波若威,1295,2025,22.3,+14.6,4.02,+44.2,5.01,+8.22,18.1,+3.71,22.5,-1.34,6.22,+0.47,17,-0.02,13.2,+0.33,62
276,6117,迎廣,83,2025,32.2,+11.8,10,+17,3.46,-6.07,31.1,+1.39,10.7,-2.04,3.77,-0.35,16.9,-6.96,6.92,-2.57,52
277,3491,昇達科,1695,2025,24.5,+5.02,12.5,+4.65,5.18,-5.22,51.1,-0.18,21.2,-3.96,7.83,-0.76,16.9,-6.65,11,-4.32,72
278,4721,美琪瑪,91.4,2025,25.3,+19.3,4.63,+10.6,2.26,-10.4,18.3,-1.44,8.92,-2.95,3.01,-0.35,16.9,-3.78,11,-3.23,51
279,4931,新盛力,142.5,2025,24.5,+22.9,5.35,+32,2.04,+26,21.8,+1.51,8.3,+0.21,3.13,+0.63,16.9,+2.52,10.7,+0.24,53
280,6955,邦睿生技-創,165,2025,3.06,+37.4,2.39,+36.3,1.03,+49.9,77.9,-0.63,33.5,+2.79,4.13,+0.68,16.9,+0.81,15.3,+0.72,89
281,8422,可寧衛*,29.7,2025,47.8,-7.53,25.4,+25.3,14.6,+24.5,53.1,+13.9,29.9,+7.13,1.29,-9.41,16.9,+0.33,6.74,+0.1,70
282,4766,南寶,351,2025,232,+0.95,79.2,+5.23,24.4,-9.03,34.1,+1.39,11.4,-0.72,20.25,-2.01,16.9,-1.42,9.62,-1.32,55
283,1294,漢田生技,81.5,2025,7.79,+4.02,2.89,-5.51,1.39,-10.7,37.1,-3.74,17.9,-2.9,4.6,-1.42,16.8,-8.61,12.2,-2.99,70
284,3596,智易,174.5,2025,530,+8.19,80.9,+9.04,27.8,+11.7,15.3,+0.12,5.24,+0.17,12.6,+1.32,16.8,+0.75,6.6,+0.23,43
285,6177,達麗,44.85,2025,95.3,-22.6,30.8,-18.4,18,-16.4,32.3,+1.68,19,+1.49,3.84,-1.17,16.8,-5.25,4.38,-1.37,45
286,2610,華航,18.1,2025,"2,091",+2.58,372,+8.98,147,+2.2,17.8,+1.04,7.73,+0.13,2.42,+0.04,16.8,-1.69,4.74,-0.27,45
287,5902,德記,38.1,2025,22.9,+2.91,5.47,+4.45,2.12,+5.91,24,+0.35,9.26,+0.26,2.24,+0.13,16.7,+0.19,12.4,+0.02,57
288,2543,皇昌,55.2,2025,118,-4.77,22.1,-25.8,14.1,-29.9,18.7,-5.31,12.4,-4.05,2.69,-2.56,16.7,-22,7.91,-5.12,53
289,8081,致新,238,2025,86.7,+5,33.8,+3.76,15.2,-0.82,39,-0.47,17.9,-1.21,17.76,-0.15,16.7,-1.26,13.7,-0.9,66
290,1590,亞德客-KY,1275,2025,343,+12,158,+10.3,84,+10.2,46,-0.71,24.5,-0.4,42,+3.88,16.7,-0.13,14.6,+1.41,72
291,2301,光寶科,165,2025,"1,661",+21.1,380,+28.4,151,+26.6,22.9,+1.3,9.1,+0.38,6.64,+1.43,16.7,+3.12,7.36,+1.29,51
292,3152,璟德,177.5,2025,14.3,-15.6,6.13,-20,6.5,+51.7,43,-2.34,45.6,+20.2,9.42,+3.21,16.7,+5.03,14.8,+4.71,80
293,3450,聯鈞,383,2025,85.8,+13.4,25.6,+24,7.3,+31.2,29.8,+2.53,14.4,+0.19,5.01,+1.19,16.7,+0.07,10.1,-0.57,62
294,4754,國碳科,37.4,2025,6.23,-1.41,2.94,+5.24,0.87,+9.33,47.3,+2.99,14,+1.37,2.87,+0.24,16.7,+0.58,9.99,+0.32,55
295,2743,山富,72.6,2025,67.3,-1.62,8.3,-9.65,1.85,-29.1,12.3,-1.1,2.75,-1.07,3.94,-3.3,16.7,-10.3,6.21,-3.2,43
296,2455,全新,333,2025,33.8,+4.29,12.2,-4.63,5.48,-18.3,36.1,-3.37,16.2,-4.49,2.97,-0.66,16.5,-4.43,11.8,-2.82,64
297,8109,博大,108.5,2025,17.4,+15,8.6,+18.4,5.08,-4.53,49.4,+1.39,29.2,-5.98,6.18,-0.3,16.5,-1.09,13.4,-0.98,83
298,1231,聯華食,89.1,2025,129,+5.45,26.3,+3.8,11.4,-0.63,20.4,-0.33,8.85,-0.54,3.81,-0.41,16.5,-2.1,7.8,-0.61,45
299,6525,捷敏-KY,91,2025,53.3,+14,14.2,+34.1,7.59,+14.2,26.7,+3.99,14.2,+0.02,5.88,+0.73,16.5,+1.15,11.3,+0.88,62
300,8069,元太,158,2025,361,+12.3,198,+24.2,105,+18.6,54.9,+5.28,29.1,+1.35,9.14,+1.39,16.5,-0.17,10.6,-0.18,72
301,4987,科誠,81.5,2025,13.4,+3.89,5.8,+6.09,2.03,-2,43.2,+0.89,15.1,-0.91,6.36,-0.13,16.5,-1.53,12.4,-1.45,64
302,2937,集雅社,44.65,2025,52,+11.9,11.5,+6.97,1.77,+15.6,22.1,-1.02,3.4,+0.11,4.06,+0.2,16.4,+0.96,5.02,+0.34,34
303,8028,昇陽半導體,190.5,2025,45.1,+27,15.3,+50,7.57,+53.8,34,+5.22,16.8,+2.93,4.37,+1.52,16.4,+4.19,6.96,+1.72,57
304,4571,鈞興-KY,160.5,2025,30.6,+0.1,10,+6.12,4.98,+4.47,32.8,+1.86,16.2,+0.68,9.61,+0.4,16.4,-0.86,12.6,-0.31,61
305,3093,港建*,73.5,2025,18.7,+38.8,5.68,+13.9,1.77,+15.2,30.4,-6.64,9.51,-1.94,1.22,+0.16,16.4,+2.54,10.8,+1.42,60
306,6721,信實,58.2,2025,36.3,+9.25,1.89,+20.9,1.05,+5.95,5.22,+0.5,2.89,-0.09,4.65,+0.26,16.3,-0.08,8.84,+0.14,39
307,6753,龍德造船,144,2025,52.5,+2.49,10.4,-10.3,6.84,-3.24,19.9,-2.84,13,-0.77,5.98,-0.27,16.3,-4.71,6.44,-0.91,55
308,7708,全家餐飲,92.4,2025,27.2,+14.5,13.2,+17.3,1.65,+28.2,48.6,+1.19,6.05,+0.65,6.46,+1.07,16.3,+0.81,8.77,+0.91,57
309,8284,三竹,63.9,2025,29.6,+6.07,6.74,+2.58,2.2,-14.7,22.8,-0.77,7.43,-1.81,4.74,-0.82,16.2,-3.75,10.6,-2.24,60
310,2357,華碩,605,2025,"7,389",+25.9,"1,116",+7.87,446,+41.9,15.1,-2.52,6.53,+0.69,59.99,+17.72,16.2,+3.9,8.12,+1.51,38
311,5903,全家,191,2025,"1,100",+4.7,400,+4.32,17,-55.4,36.4,-0.13,1.63,-2.11,7.6,-9.44,16.2,-22.9,2.23,-2.84,51
312,6482,弘煜科,31.25,2025,4.96,-10.1,4.86,-11.3,0.66,-21.3,98,-1.36,13.5,-1.92,2.32,-1.21,16.2,-7.6,12.4,-4.51,68
313,2530,華建,22.3,2025,63.4,+4,26,+3.38,17,+4.41,41,-0.25,26.7,+0.1,2.03,+0.09,16.1,+0.95,5.67,-0.48,62
314,3687,歐買尬,69,2025,18.3,+6.13,7.37,+5.11,1.41,+101,40.3,-0.39,36,+18.9,4.67,+2.34,16.1,+8.61,7.15,+3.83,70
315,1108,幸福,14.75,2025,44.5,-8.55,8.51,-8.22,8.81,+78.3,19.1,+0.07,19.8,+9.64,2.18,+0.96,16.1,+6.47,8.55,+3.71,47
316,2535,達欣工,69.4,2025,221,+50.3,24.9,+52.9,16.9,+24.8,11.3,+0.19,7.53,-1.43,6.5,+1.29,16.1,+2.4,5.68,+0.61,47
317,9942,茂順,118,2025,39.9,+1.72,15.6,-1.14,6.78,-5.92,39.2,-1.13,17,-1.37,8.15,-0.52,16,-1.68,12.5,-1.13,64
